gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,PaperlessBilling,MonthlyCharges,TotalCharges,Churn,MultipleLines_No phone service,MultipleLines_Yes,InternetService_Fiber optic,InternetService_No,OnlineSecurity_No internet service,OnlineSecurity_Yes,OnlineBackup_No internet service,OnlineBackup_Yes,DeviceProtection_No internet service,DeviceProtection_Yes,TechSupport_No internet service,TechSupport_Yes,StreamingTV_No internet service,StreamingTV_Yes,StreamingMovies_No internet service,StreamingMovies_Yes,Contract_One year,Contract_Two year,PaymentMethod_Credit card (automatic),PaymentMethod_Electronic check,PaymentMethod_Mailed check
0,0,1,0,33,1,0,50.07,1649.16,1,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True
1,0,1,0,63,1,1,26.47,1674.19,0,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False
0,0,0,1,22,1,1,20.55,467.9,0,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,True,False
1,0,1,1,49,1,0,52.37,2565.01,0,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,False
0,1,0,0,13,1,1,57.39,750.88,1,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False
0,0,1,0,45,1,0,73.54,3317.51,0,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,True
1,0,1,0,4,1,0,85.78,344.8,0,False,True,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True
1,0,1,1,65,1,0,56.45,3680.36,0,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,True
1,0,0,0,21,1,0,66.08,1384.5,0,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False
1,0,0,1,69,1,1,80.97,5582.27,0,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,True,False,False
0,0,0,0,1,1,1,55.63,59.71,1,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False
1,0,0,0,28,1,0,19.75,553.79,0,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,True,False
1,0,1,1,60,1,0,75.07,4509.6,0,False,True,False,False,False,False,False,False,False,True,False,True,False,True,False,True,False,False,True,False,False
0,0,1,0,70,1,0,54.22,3799.41,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True
1,0,0,0,15,1,1,94.66,1418.65,0,False,True,True,False,False,False,False,True,False,False,False,True,False,True,False,True,True,False,True,False,False
1,1,0,1,63,0,1,79.98,5037.67,0,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,False
1,0,0,0,13,1,1,21.53,297.34,0,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,True
1,0,0,0,42,1,1,61.02,2548.93,0,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,True,False,True,False
1,0,1,1,42,1,1,52.68,2205.07,0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,True,False,False,False,True
0,0,1,0,69,1,1,64.15,4416.68,0,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False
1,1,0,1,54,1,0,59.82,3229.23,0,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,True
1,0,1,0,30,1,1,83.87,2505.92,1,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,True,False,False
1,0,1,0,39,1,0,101.4,3975.47,1,False,True,True,False,False,True,False,True,False,False,False,True,False,True,False,True,False,False,True,False,False
1,0,0,0,26,1,0,85.5,2222.9,0,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True
1,1,1,1,51,1,1,18.0,901.0,0,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False
0,0,0,1,6,1,0,70.52,426.55,1,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1,0,1,0,45,1,0,85.04,3823.35,0,False,True,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False
0,0,0,0,32,1,1,47.85,1539.33,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
0,0,0,0,7,1,1,89.01,633.73,0,False,True,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,True,False,False
1,0,0,1,4,1,0,79.28,327.17,1,False,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
1,1,1,0,60,1,1,79.95,4797.84,0,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,True,False
1,0,1,0,71,1,1,80.92,5735.44,0,False,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False
1,0,1,0,59,1,1,67.19,3974.01,0,False,True,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False
0,0,1,0,23,1,0,47.2,1083.43,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
1,0,0,0,6,1,0,29.45,167.66,1,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,False
1,0,1,1,60,1,0,22.0,1317.51,0,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,True
1,1,1,0,35,1,0,18.0,635.7,0,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False
1,0,1,1,26,1,0,22.97,613.4,0,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False
1,0,0,0,28,1,1,63.34,1769.7,1,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,True
1,0,1,0,19,0,1,85.49,1627.83,0,True,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False
0,0,0,0,69,1,1,21.09,1445.96,0,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,True,False
0,0,0,0,2,1,1,27.08,59.08,0,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,True,False
1,0,0,0,38,1,1,56.23,2131.37,1,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False
1,0,0,0,44,1,1,81.75,3600.89,0,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False
1,0,1,1,67,1,0,72.85,4875.09,0,False,True,False,False,False,False,False,True,False,False,False,True,False,True,False,True,True,False,False,False,True
0,0,0,0,30,1,1,21.52,649.11,0,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,True,False
1,0,0,0,37,1,0,73.65,2719.98,1,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
0,0,0,0,5,1,1,69.21,350.33,1,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
1,1,0,1,7,1,0,78.85,562.67,1,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True
1,0,1,1,27,1,1,77.23,2083.32,1,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
1,0,1,0,14,1,0,54.33,767.05,0,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False
1,0,0,0,7,1,1,80.32,566.53,1,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False
0,0,0,1,53,1,1,26.92,1414.97,0,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False
0,0,1,1,5,1,1,68.02,355.56,1,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False,False,False,False
1,0,1,1,28,1,1,60.32,1679.63,0,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
1,0,1,0,33,0,0,19.25,631.24,0,True,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True
0,0,0,0,6,0,1,78.44,479.75,1,True,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False
0,0,0,0,39,0,1,24.93,970.93,0,True,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False
0,0,0,1,12,1,1,54.78,663.0,1,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False
0,1,1,0,61,1,1,21.19,1282.06,0,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,True,False
1,0,1,1,64,1,0,24.67,1574.34,0,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False
0,0,1,0,40,1,1,60.43,2403.39,0,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,False
1,0,1,0,41,1,1,73.48,3018.21,0,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,True,False,False
0,0,0,0,65,1,0,65.62,4249.66,0,False,False,False,False,False,True,False,True,False,True,False,False,False,True,False,False,True,False,False,True,False
0,0,1,0,10,1,1,82.35,813.66,1,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True
0,0,0,0,49,1,0,79.96,3925.06,0,False,False,True,False,False,False,False,True,False,False,False,True,False,True,False,False,True,False,False,True,False
0,1,0,0,70,1,0,24.83,1735.48,0,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,False
0,1,0,0,34,1,1,51.25,1736.25,0,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False
1,0,1,1,19,1,1,62.13,1179.69,1,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False
1,0,1,0,27,1,0,46.38,1273.48,0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False
0,1,1,1,36,1,1,82.23,2977.16,0,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False
0,0,0,0,2,1,1,18.0,38.38,0,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,True,False
1,1,0,1,58,1,0,78.56,4591.09,0,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True,True,False,False
0,0,1,1,72,0,0,52.5,3782.16,0,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,True
0,0,1,0,26,1,0,62.96,1648.57,1,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False
1,0,0,0,31,1,1,57.54,1776.05,0,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False
0,0,0,0,47,1,1,90.72,4271.7,0,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,True,False,True,False,False,False
0,0,0,1,45,1,0,49.38,2218.58,0,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False
1,0,1,1,46,1,1,18.0,826.89,0,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,True
1,0,1,0,39,1,1,71.05,2786.85,0,False,False,False,False,False,True,False,True,False,True,False,True,False,False,False,True,True,False,True,False,False
1,0,1,0,2,1,1,25.6,57.61,1,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,False
0,0,1,0,28,1,1,53.57,1501.04,0,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False
1,0,0,0,57,1,0,24.5,1411.99,0,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False
1,0,1,0,49,1,1,29.57,1448.78,0,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True
1,0,1,0,9,0,1,21.32,186.03,0,True,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True,False,False
1,0,0,0,60,1,0,20.75,1236.02,0,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,True
1,1,1,0,60,1,0,53.19,3188.41,1,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,True,False,True,False,False
1,1,0,1,22,1,1,60.23,1315.44,0,False,True,False,False,False,True,False,False,False,True,False,True,False,False,False,False,True,False,True,False,False
0,0,1,1,5,1,0,70.02,357.02,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
0,0,0,0,59,0,1,18.0,1066.74,0,True,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,True,False
1,0,1,1,26,1,1,64.93,1706.19,0,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,True,False,True,False
1,1,0,1,54,1,0,18.0,974.0,0,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,True
1,0,1,0,30,0,0,76.07,2284.31,0,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False
0,0,1,0,29,1,1,62.04,1806.24,0,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True
0,0,0,0,66,1,0,62.44,4119.21,0,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,True,False,False,False,False
0,0,1,0,12,1,0,48.16,581.11,0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True
0,0,1,0,58,1,1,55.12,3196.69,0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,True,False
0,0,0,0,53,0,1,73.13,3883.15,1,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False
0,1,0,1,20,1,1,66.0,1331.91,0,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,True,True,False,False,False,True
0,1,1,0,42,1,0,76.46,3210.18,0,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False
0,0,1,0,10,1,1,90.49,902.96,0,False,True,True,False,False,True,False,False,False,False,False,False,False,True,False,True,True,False,False,True,False
0,0,1,0,66,1,0,27.03,1797.28,0,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True
1,0,1,0,37,1,0,88.36,3269.95,0,False,True,True,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False
1,0,0,0,23,1,0,90.28,2093.46,1,False,True,True,False,False,True,False,False,False,False,False,False,False,True,False,True,True,False,False,False,True
1,0,0,0,50,1,0,21.91,1087.52,0,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,False
1,0,1,0,60,1,1,64.72,3864.92,0,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,True,False,False
0,0,0,0,45,1,0,57.4,2572.05,0,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,True,False,False,True
0,0,0,0,42,1,0,20.19,856.82,0,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False
1,0,0,0,26,1,1,65.01,1685.31,0,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,True
0,0,1,0,29,1,1,46.64,1346.02,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
1,0,1,0,62,1,1,89.23,5534.8,0,False,True,True,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False
0,1,0,1,9,1,1,81.37,741.14,1,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False
1,1,1,1,2,0,1,69.76,149.02,0,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True
0,1,1,0,59,1,1,59.02,3466.4,0,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False
0,0,1,0,26,1,1,84.07,2182.7,0,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,True,False
1,0,1,1,44,1,1,19.38,863.78,0,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,True
0,0,0,0,61,1,0,66.08,4025.05,0,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False
1,1,0,0,23,1,0,75.55,1730.23,0,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True
1,0,1,0,45,1,1,58.39,2619.02,0,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,True,False
1,0,1,1,43,1,1,94.59,4075.12,0,False,True,True,False,False,True,False,False,False,False,False,True,False,True,False,True,False,True,False,False,True
1,0,0,0,62,1,0,41.28,2564.46,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
0,0,1,0,3,1,1,93.28,277.44,0,False,True,True,False,False,True,False,False,False,True,False,True,False,False,False,True,False,False,False,True,False
0,0,0,0,15,1,0,90.42,1347.47,0,False,False,True,False,False,True,False,False,False,True,False,True,False,False,False,True,False,True,True,False,False
0,0,0,1,50,1,1,82.47,4125.98,0,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False
1,0,1,0,47,0,0,20.33,949.03,0,True,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True,False,False
0,0,0,1,64,1,1,45.46,2916.35,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False
1,1,0,0,68,1,0,88.99,6048.28,0,False,False,True,False,False,False,False,True,False,True,False,False,False,True,False,False,False,True,True,False,False
0,0,1,1,44,1,1,86.13,3789.59,0,False,False,True,False,False,True,False,True,False,True,False,False,False,False,False,False,True,False,False,False,True
0,0,1,0,2,1,1,73.1,141.7,1,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False
0,0,0,1,16,1,1,64.04,1027.78,0,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False,False,True,True,False,False
1,1,1,1,36,1,1,48.59,1735.45,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False
0,0,0,0,4,1,1,19.91,67.4,1,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,False
0,1,0,0,46,0,1,71.72,3296.09,1,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,False
1,0,1,0,43,1,1,73.6,3157.36,0,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False
0,1,1,0,32,1,1,26.3,830.25,0,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,True,False
1,1,0,0,20,1,0,69.28,1391.09,0,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,True,False,False
0,0,1,1,66,1,0,26.0,1706.43,0,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False
1,0,0,0,67,1,1,56.58,3778.91,0,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False
1,0,0,0,31,1,0,94.28,2918.64,0,False,True,True,False,False,False,False,True,False,False,False,True,False,True,False,True,False,False,False,False,False
0,0,0,0,23,0,0,71.52,1658.76,0,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1,0,1,1,34,1,1,88.35,2995.99,0,False,True,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False
1,0,0,0,17,1,1,58.54,983.46,0,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,True,False,False,False,True
1,0,0,1,66,1,1,85.46,5661.09,0,False,False,True,False,False,True,False,True,False,False,False,False,False,True,False,False,True,False,True,False,False
1,0,0,0,53,1,0,62.67,3320.31,0,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,True,True,False,False,True,False
1,0,1,1,25,1,1,62.09,1564.96,0,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False
1,0,0,1,59,1,1,78.42,4608.71,0,False,True,False,False,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False,False
0,0,0,0,64,1,1,78.46,5009.08,0,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False
1,0,1,0,50,1,1,90.21,4524.8,0,False,True,True,False,False,True,False,True,False,False,False,False,False,False,False,True,False,True,True,False,False
1,0,0,0,59,1,1,52.35,3085.06,0,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
0,0,1,1,58,0,1,67.86,3916.43,0,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False,True,True,False,False,True,False
0,1,1,1,16,1,0,62.16,1007.68,1,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,True,False,True,False,False
0,0,0,0,20,1,1,83.9,1664.19,0,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False
0,0,1,0,66,1,1,74.8,4932.87,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True
0,0,0,1,27,1,0,81.85,2204.94,0,False,True,True,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False
0,0,0,0,43,0,0,23.4,1004.2,0,True,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False
0,1,1,1,69,1,1,92.17,6360.67,0,False,False,True,False,False,True,False,True,False,True,False,False,False,True,False,False,True,False,False,False,True
1,1,1,0,61,1,0,18.08,1085.39,0,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False
1,0,0,1,41,1,1,89.52,3686.76,0,False,True,True,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False,False,True,False
0,0,0,1,21,1,1,77.91,1641.18,1,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,True,False,True,True,False,False
1,0,0,1,37,1,1,87.35,3236.43,0,False,True,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True
1,0,0,1,13,1,1,54.34,705.51,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
1,1,1,1,25,1,1,74.31,1864.34,0,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False
0,0,1,0,39,1,0,21.64,841.16,0,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False
0,0,0,1,53,0,1,54.14,2864.37,0,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False
1,0,0,1,12,1,0,65.68,793.41,1,False,False,False,False,False,False,False,True,False,True,False,True,False,True,False,True,False,False,False,True,False
0,1,1,1,18,1,1,86.34,1551.78,1,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False
1,0,0,0,41,1,0,74.86,3064.01,0,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False
1,0,0,0,40,1,1,87.3,3492.69,1,False,False,True,False,False,False,False,False,False,True,False,True,False,True,False,True,False,True,False,False,False
1,0,0,0,49,1,0,77.35,3799.23,0,False,False,False,False,False,True,False,True,False,True,False,True,False,True,False,True,True,False,False,True,False
1,0,1,0,2,1,0,55.47,97.62,0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False
0,0,0,1,30,1,1,76.59,2297.6,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False
0,1,0,1,14,1,1,90.71,1265.99,0,False,False,True,False,False,True,False,True,False,True,False,False,False,True,False,False,False,True,False,False,False
0,0,0,0,53,1,0,93.93,4977.05,0,False,False,True,False,False,False,False,True,False,True,False,True,False,True,False,True,False,True,False,False,True
1,0,0,0,52,1,1,78.18,4064.56,0,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False
0,0,0,0,44,1,1,88.31,3871.64,0,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,True,False,True,False,False,True
1,0,0,0,37,1,0,51.81,1920.61,0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True
0,0,0,0,49,1,0,58.66,2872.19,0,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True
1,0,1,0,23,1,0,80.66,1846.53,0,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True
1,0,1,1,16,0,0,89.17,1416.11,0,True,False,True,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,True,False
1,1,0,1,17,1,1,61.64,1046.68,0,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,True,False,False,True,False
0,0,1,0,41,1,1,61.99,2560.18,0,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,True,True,False,False,True,False
0,0,1,1,16,1,1,19.84,320.56,0,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True
0,0,1,0,15,1,0,48.16,730.28,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False
0,0,1,0,51,1,1,21.13,1069.48,0,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,True
1,0,1,0,35,1,0,19.95,702.85,0,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,True,False
0,0,1,1,38,1,0,85.49,3245.09,0,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False
0,0,0,0,24,1,1,76.05,1834.38,0,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False
1,0,0,0,41,1,0,80.86,3301.38,0,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,True,False
1,0,0,0,20,1,1,56.76,1127.38,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False
1,0,1,1,67,1,1,84.44,5646.93,0,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False
0,1,0,1,58,1,0,23.9,1375.08,1,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True
1,0,0,0,29,1,1,91.06,2620.02,1,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False
1,0,0,0,56,1,0,18.0,1009.61,0,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False
1,0,1,0,32,1,1,23.54,765.75,0,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,True
0,0,1,0,52,1,1,49.07,2547.27,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,True,False,False
1,0,0,0,15,1,1,86.24,1285.43,1,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,True,False,True,False,True,False
0,0,0,0,48,1,0,89.09,4289.06,0,False,False,True,False,False,False,False,True,False,True,False,False,False,True,False,False,False,True,False,False,True
0,0,0,1,4,1,0,21.71,67.07,0,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,False
1,0,0,0,59,1,0,53.94,3194.26,0,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False
1,0,1,1,70,1,0,90.2,6329.74,0,False,True,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False,True,False,False,True
0,0,0,1,54,1,1,85.71,4624.0,0,False,True,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,True,False
1,1,1,1,34,1,0,87.15,2952.57,0,False,True,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,True,False
1,0,0,0,68,1,0,48.75,3307.86,0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False
0,0,0,1,41,0,1,19.57,822.79,0,True,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True,False,False
0,0,0,1,68,1,0,79.38,5412.25,0,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False,False
