customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
CUST-1308,Male,0,Yes,No,60,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,No,Two year,No,Electronic check,90.79,5431.28,No
CUST-1309,Female,0,Yes,Yes,49,Yes,No,DSL,No,No,No,Yes,No,Yes,Month-to-month,No,Electronic check,52.88,2604.31,No
CUST-1310,Male,0,Yes,No,26,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),73.16,1901.82,No
CUST-1311,Female,0,Yes,Yes,25,Yes,Yes,DSL,Yes,No,Yes,No,Yes,No,Two year,No,Bank transfer (automatic),65.83,1646.3,No
CUST-1312,Male,0,No,No,2,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,67.89,142.73,No
CUST-1313,Male,0,Yes,No,38,Yes,No,Fiber optic,Yes,Yes,No,No,Yes,Yes,Two year,Yes,Mailed check,91.23,3449.74,No
CUST-1314,Female,0,Yes,No,64,Yes,No,DSL,No,No,Yes,No,Yes,No,Two year,No,Electronic check,53.5,3437.35,No
CUST-1315,Female,0,Yes,No,34,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),27.44,948.99,Yes
CUST-1316,Female,0,No,No,52,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),83.38,4327.78,Yes
CUST-1317,Female,1,Yes,Yes,45,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,22.18,992.12,No
CUST-1318,Female,0,Yes,No,67,No,No phone service,Fiber optic,Yes,Yes,No,No,No,No,One year,Yes,Credit card (automatic),79.8,5359.74,No
CUST-1319,Male,0,Yes,No,21,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,20.96,422.88,No
CUST-1320,Female,1,No,Yes,59,Yes,No,Fiber optic,Yes,No,Yes,No,No,Yes,Two year,Yes,Bank transfer (automatic),86.58,5099.6,No
CUST-1321,Male,0,No,No,5,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,23.91,142.82,No
CUST-1322,Male,0,No,No,51,Yes,No,Fiber optic,Yes,No,No,No,Yes,No,One year,Yes,Credit card (automatic),80.47,4115.06,No
CUST-1323,Female,1,Yes,Yes,72,Yes,Yes,DSL,Yes,Yes,Yes,No,No,No,Month-to-month,Yes,Electronic check,68.64,4952.77,No
CUST-1324,Male,0,No,No,72,Yes,No,DSL,No,Yes,Yes,No,Yes,No,One year,Yes,Electronic check,57.3,4141.57,No
CUST-1325,Male,0,No,No,28,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,18.0,509.83,No
CUST-1326,Male,0,Yes,Yes,42,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,One year,Yes,Bank transfer (automatic),81.14,3420.89,No
CUST-1327,Male,0,Yes,No,33,Yes,No,DSL,No,No,Yes,Yes,No,No,Two year,No,Electronic check,54.97,1805.55,No
CUST-1328,Female,0,Yes,No,30,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,No,Two year,Yes,Credit card (automatic),89.13,2676.77,No
CUST-1329,Male,0,No,No,45,Yes,No,DSL,No,Yes,No,No,Yes,Yes,Month-to-month,No,Mailed check,57.51,2578.55,No
CUST-1330,Female,0,Yes,No,3,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,25.35,73.24,No
CUST-1331,Female,0,Yes,No,1,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,93.26,102.58,No
CUST-1332,Male,0,No,No,4,Yes,No,DSL,No,Yes,Yes,Yes,No,Yes,Month-to-month,Yes,Mailed check,65.33,263.04,Yes
CUST-1333,Female,0,No,Yes,45,Yes,No,DSL,No,No,No,No,No,No,One year,Yes,Mailed check,52.5,2353.43,No
CUST-1334,Female,0,No,No,18,Yes,No,Fiber optic,Yes,No,No,Yes,No,Yes,Month-to-month,No,Electronic check,84.72,1532.55,Yes
CUST-1335,Female,0,No,Yes,37,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,24.29,914.95,No
CUST-1336,Male,0,No,No,58,Yes,No,Fiber optic,No,Yes,Yes,No,No,Yes,One year,No,Mailed check,83.25,4820.07,No
CUST-1337,Female,0,No,No,71,Yes,No,Fiber optic,Yes,Yes,No,No,No,No,Month-to-month,No,Bank transfer (automatic),71.48,5086.34,No
CUST-1338,Female,0,Yes,Yes,19,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Mailed check,83.6,1610.23,No
CUST-1339,Female,0,Yes,No,67,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Two year,Yes,Electronic check,83.09,5567.03,No
CUST-1340,Male,1,No,No,52,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,28.99,1491.26,No
CUST-1341,Female,0,No,Yes,54,Yes,No,Fiber optic,No,No,Yes,No,No,No,One year,Yes,Mailed check,76.52,4125.27,No
CUST-1342,Male,0,No,Yes,38,Yes,No,DSL,Yes,No,No,No,No,No,Two year,No,Electronic check,56.85,2160.06,No
CUST-1343,Male,0,Yes,No,35,Yes,No,DSL,Yes,No,No,No,No,Yes,Two year,No,Mailed check,56.5,1976.05,No
CUST-1344,Male,1,Yes,Yes,57,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,No,Two year,Yes,Bank transfer (automatic),81.19,4626.0,No
CUST-1345,Male,0,Yes,No,14,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,78.29,1099.45,Yes
CUST-1346,Male,0,No,No,1,Yes,No,Fiber optic,No,No,Yes,Yes,No,Yes,Month-to-month,Yes,Electronic check,85.36,113.41,Yes
CUST-1347,Male,0,No,No,8,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,No,Bank transfer (automatic),78.94,633.51,Yes
CUST-1348,Female,0,No,Yes,22,Yes,No,Fiber optic,Yes,Yes,Yes,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),89.22,1976.77,No
CUST-1349,Male,0,No,No,51,Yes,Yes,DSL,No,Yes,Yes,No,No,No,One year,No,Bank transfer (automatic),57.62,2924.46,No
CUST-1350,Female,0,Yes,Yes,25,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,No,Mailed check,80.24,2006.82,No
CUST-1351,Female,1,Yes,No,59,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,Two year,Yes,Electronic check,84.38,4975.98,No
CUST-1352,Male,0,Yes,No,17,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,22.19,359.02,No
CUST-1353,Female,0,No,No,57,Yes,No,DSL,Yes,Yes,Yes,No,Yes,No,One year,No,Electronic check,67.66,3854.1,No
CUST-1354,Female,1,Yes,No,64,No,No phone service,DSL,No,No,No,Yes,Yes,No,One year,No,Electronic check,55.17,3543.01,No
CUST-1355,Female,0,No,No,68,Yes,Yes,DSL,No,No,Yes,No,No,No,Two year,Yes,Mailed check,55.76,3804.9,No
CUST-1356,Female,0,No,No,13,Yes,No,DSL,Yes,Yes,No,No,Yes,Yes,Month-to-month,No,Bank transfer (automatic),62.72,808.32,No
CUST-1357,Male,0,Yes,Yes,45,No,No phone service,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),93.83,4229.88,No
CUST-1358,Female,0,Yes,No,68,No,No phone service,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),85.79,5839.22,No
CUST-1359,Male,0,Yes,Yes,31,Yes,No,Fiber optic,No,Yes,Yes,No,No,Yes,One year,Yes,Credit card (automatic),82.7,2558.9,No
CUST-1360,Female,0,No,No,50,Yes,No,Fiber optic,Yes,No,No,No,No,No,One year,No,Credit card (automatic),78.07,3914.51,No
CUST-1361,Female,0,Yes,No,68,Yes,Yes,DSL,No,No,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,58.61,3990.64,No
CUST-1362,Male,0,Yes,No,14,Yes,No,Fiber optic,Yes,Yes,No,Yes,No,Yes,One year,Yes,Electronic check,91.62,1279.39,No
CUST-1363,Female,0,No,No,52,Yes,No,DSL,Yes,No,No,No,No,Yes,Two year,Yes,Bank transfer (automatic),58.97,3076.25,No
CUST-1364,Female,0,No,Yes,70,Yes,Yes,DSL,Yes,Yes,No,No,Yes,Yes,One year,Yes,Credit card (automatic),67.11,4679.26,No
CUST-1365,Female,0,No,No,68,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,24.74,1681.0,No
CUST-1366,Male,0,No,Yes,14,Yes,Yes,DSL,No,No,No,No,No,Yes,Two year,Yes,Electronic check,50.78,712.98,No
CUST-1367,Female,0,No,Yes,29,No,No phone service,DSL,No,No,No,Yes,Yes,No,Month-to-month,Yes,Bank transfer (automatic),55.21,1608.32,No
CUST-1368,Male,0,No,Yes,23,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,Yes,One year,No,Mailed check,88.4,2023.44,No
CUST-1369,Female,1,Yes,No,34,Yes,No,Fiber optic,Yes,No,No,No,No,Yes,Two year,Yes,Electronic check,79.81,2724.84,No
CUST-1370,Male,0,Yes,No,68,Yes,No,DSL,No,No,No,Yes,No,No,Two year,Yes,Bank transfer (automatic),55.95,3822.78,No
CUST-1371,Male,0,No,No,11,Yes,No,DSL,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Mailed check,58.33,651.52,Yes
CUST-1372,Female,0,No,Yes,45,Yes,No,Fiber optic,Yes,No,No,No,Yes,No,One year,Yes,Bank transfer (automatic),83.35,3748.67,No
CUST-1373,Female,0,No,No,68,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),18.4,1254.81,No
CUST-1374,Male,0,No,No,35,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),23.87,811.6,No
CUST-1375,Male,0,No,No,47,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),24.27,1140.53,No
CUST-1376,Female,0,Yes,Yes,66,Yes,No,Fiber optic,Yes,No,No,No,Yes,No,Month-to-month,No,Credit card (automatic),82.57,5455.53,No
CUST-1377,Male,0,Yes,No,53,Yes,Yes,DSL,Yes,Yes,No,Yes,No,No,Two year,Yes,Mailed check,62.7,3315.2,No
CUST-1378,Female,1,Yes,No,35,Yes,No,DSL,No,No,Yes,No,No,No,Month-to-month,No,Mailed check,51.26,1802.09,No
CUST-1379,Female,0,No,Yes,51,Yes,Yes,DSL,No,No,No,Yes,No,No,One year,Yes,Electronic check,56.07,2858.49,No
CUST-1380,Female,0,Yes,No,21,Yes,No,DSL,Yes,No,No,No,Yes,Yes,Two year,Yes,Electronic check,61.64,1308.28,No
CUST-1381,Female,0,Yes,Yes,37,Yes,No,Fiber optic,Yes,No,No,No,Yes,No,Two year,No,Bank transfer (automatic),81.8,3007.03,No
CUST-1382,Male,0,Yes,No,61,Yes,Yes,Fiber optic,No,No,No,No,No,No,Two year,Yes,Electronic check,72.89,4448.15,No
CUST-1383,Female,0,Yes,Yes,64,Yes,Yes,DSL,No,No,No,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),60.99,3899.85,No
CUST-1384,Male,0,Yes,Yes,2,No,No phone service,Fiber optic,Yes,No,Yes,No,No,No,Month-to-month,No,Bank transfer (automatic),75.97,145.06,No
CUST-1385,Female,0,Yes,No,7,Yes,No,DSL,No,Yes,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,57.96,401.23,No
CUST-1386,Male,0,No,No,38,Yes,No,Fiber optic,No,No,No,Yes,Yes,No,Month-to-month,No,Mailed check,82.44,3119.8,Yes
CUST-1387,Female,0,Yes,No,17,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Credit card (automatic),69.61,1184.17,No
CUST-1388,Male,0,Yes,No,2,No,No phone service,DSL,No,Yes,Yes,No,Yes,No,Two year,Yes,Credit card (automatic),57.78,121.34,No
CUST-1389,Male,0,No,No,17,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,75.61,1281.42,Yes
CUST-1390,Female,0,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),22.38,22.91,No
CUST-1391,Female,1,Yes,No,25,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,93.64,2344.3,Yes
CUST-1392,Female,0,Yes,No,51,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,No,Electronic check,78.5,4009.41,No
CUST-1393,Female,0,No,No,11,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,No,Month-to-month,No,Credit card (automatic),86.15,946.61,Yes
CUST-1394,Male,0,Yes,No,37,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,20.86,769.19,No
CUST-1395,Female,0,Yes,Yes,40,Yes,Yes,DSL,Yes,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,57.23,2294.23,No
CUST-1396,Male,1,Yes,No,52,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,19.19,998.36,No
CUST-1397,Male,0,Yes,Yes,12,Yes,No,Fiber optic,No,No,No,Yes,No,Yes,One year,Yes,Credit card (automatic),82.88,998.61,No
CUST-1398,Female,0,No,No,12,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),24.41,291.51,No
CUST-1399,Male,0,No,No,17,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),19.56,326.23,No
CUST-1400,Male,0,No,No,18,Yes,No,Fiber optic,Yes,Yes,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,91.07,1638.99,Yes
CUST-1401,Male,0,No,Yes,18,Yes,Yes,DSL,Yes,Yes,Yes,No,No,No,Month-to-month,No,Bank transfer (automatic),63.28,1137.0,No
CUST-1402,Male,0,Yes,No,69,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,No,Two year,Yes,Credit card (automatic),95.42,6594.55,No
CUST-1403,Female,0,No,Yes,47,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),27.72,1300.85,No
CUST-1404,Female,0,Yes,No,70,No,No phone service,Fiber optic,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,Mailed check,85.57,6003.0,No
CUST-1405,Female,0,Yes,No,70,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,20.17,1431.57,No
CUST-1406,Female,1,No,Yes,27,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,No,Two year,Yes,Credit card (automatic),82.38,2234.27,Yes
CUST-1407,Male,0,No,No,18,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),24.81,475.43,No
CUST-1408,Male,0,Yes,Yes,47,Yes,No,Fiber optic,No,No,No,No,Yes,No,One year,No,Mailed check,72.95,3442.93,Yes
CUST-1409,Female,0,No,No,28,Yes,No,Fiber optic,No,No,No,No,No,Yes,One year,No,Bank transfer (automatic),70.65,1951.87,No
CUST-1410,Female,0,Yes,No,47,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,Two year,Yes,Mailed check,77.84,3660.51,No
CUST-1411,Female,0,Yes,Yes,18,Yes,No,DSL,Yes,No,No,Yes,No,No,One year,Yes,Mailed check,56.21,1009.26,No
CUST-1412,Male,0,Yes,Yes,46,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,No,Month-to-month,No,Electronic check,83.3,3835.63,Yes
CUST-1413,Female,0,No,No,59,No,No phone service,Fiber optic,Yes,No,No,No,Yes,Yes,Two year,No,Electronic check,85.39,5022.27,No
CUST-1414,Female,1,No,No,47,Yes,No,DSL,Yes,Yes,No,No,No,Yes,One year,No,Credit card (automatic),57.27,2694.98,Yes
CUST-1415,Female,0,No,Yes,19,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,74.64,1425.2,No
CUST-1416,Male,0,Yes,Yes,18,Yes,No,Fiber optic,No,No,No,No,Yes,No,One year,No,Electronic check,67.0,1196.88,No
CUST-1417,Male,0,Yes,No,41,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,44.84,1837.36,No
CUST-1418,Male,0,No,Yes,48,Yes,No,Fiber optic,No,No,No,Yes,Yes,Yes,One year,Yes,Electronic check,88.55,4243.04,No
CUST-1419,Male,0,Yes,No,14,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,78.63,1097.27,No
CUST-1420,Male,0,Yes,No,59,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,19.71,1160.83,No
CUST-1421,Male,0,No,Yes,67,Yes,No,DSL,No,Yes,No,No,Yes,No,One year,No,Electronic check,55.38,3709.89,No
CUST-1422,Male,1,No,No,26,Yes,No,Fiber optic,No,No,Yes,Yes,No,No,Month-to-month,Yes,Electronic check,80.27,2088.61,Yes
CUST-1423,Male,0,Yes,No,54,Yes,Yes,DSL,Yes,No,No,Yes,No,No,One year,No,Mailed check,64.09,3458.96,No
CUST-1424,Female,0,Yes,No,14,Yes,No,DSL,Yes,No,Yes,Yes,Yes,No,Month-to-month,Yes,Bank transfer (automatic),64.99,908.86,No
CUST-1425,Female,0,Yes,No,51,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,76.34,3912.66,Yes
CUST-1426,Male,0,No,No,30,Yes,No,DSL,No,Yes,Yes,No,No,No,Month-to-month,No,Mailed check,50.64,1505.47,No
CUST-1427,Male,0,No,No,6,Yes,No,DSL,Yes,No,No,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,72.77,417.83,No
CUST-1428,Female,0,No,Yes,12,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Mailed check,78.67,952.26,No
CUST-1429,Male,0,Yes,No,53,Yes,No,Fiber optic,Yes,No,No,No,Yes,No,Two year,Yes,Bank transfer (automatic),80.89,4279.32,No
CUST-1430,Male,0,Yes,No,12,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),70.53,864.12,No
CUST-1431,Male,0,No,Yes,19,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,28.56,553.22,No
CUST-1432,Female,0,No,No,9,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,48.12,435.65,Yes
CUST-1433,Female,0,No,No,51,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,Yes,One year,Yes,Bank transfer (automatic),93.06,4739.02,No
CUST-1434,Female,0,Yes,No,36,Yes,No,Fiber optic,No,Yes,No,No,No,No,Two year,Yes,Electronic check,76.86,2762.99,No
CUST-1435,Female,0,No,Yes,51,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,22.14,1120.88,No
CUST-1436,Female,0,No,No,26,Yes,No,Fiber optic,Yes,No,Yes,No,No,No,One year,No,Electronic check,77.33,2016.63,No
CUST-1437,Male,0,No,No,33,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Two year,Yes,Electronic check,91.91,3025.21,No
CUST-1438,Female,0,No,No,61,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,No,Bank transfer (automatic),74.08,4504.99,No
CUST-1439,Male,0,Yes,No,15,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),71.67,1063.42,Yes
CUST-1440,Male,0,Yes,No,58,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,One year,Yes,Electronic check,83.98,4866.58,No
CUST-1441,Female,0,Yes,No,20,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,One year,No,Bank transfer (automatic),83.7,1664.5,No
CUST-1442,Female,0,No,Yes,15,Yes,No,DSL,No,No,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,55.57,847.19,Yes
CUST-1443,Male,0,No,No,12,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,No,Mailed check,53.8,635.0,No
CUST-1444,Male,0,No,Yes,32,Yes,No,DSL,No,No,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),60.45,1936.38,No
CUST-1445,Male,0,Yes,No,53,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,19.33,1032.54,No
CUST-1446,Female,0,No,No,68,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),21.77,1493.28,No
CUST-1447,Female,0,No,Yes,26,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Two year,Yes,Bank transfer (automatic),78.54,2044.7,No
CUST-1448,Female,0,Yes,No,51,Yes,Yes,DSL,No,No,Yes,Yes,No,No,Two year,Yes,Bank transfer (automatic),58.46,2987.14,No
CUST-1449,Female,0,No,No,64,Yes,No,DSL,Yes,No,Yes,No,No,No,One year,Yes,Electronic check,54.97,3525.49,No
CUST-1450,Female,1,Yes,Yes,43,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,One year,Yes,Electronic check,80.34,3453.32,No
CUST-1451,Male,0,Yes,Yes,29,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Two year,No,Credit card (automatic),81.34,2363.12,No
CUST-1452,Female,0,Yes,Yes,22,No,No phone service,DSL,No,Yes,No,Yes,Yes,Yes,Two year,Yes,Electronic check,67.54,1481.86,No
CUST-1453,Male,0,No,Yes,15,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,24.36,374.65,No
CUST-1454,Male,0,No,No,54,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),81.23,4391.9,No
CUST-1455,Male,0,Yes,No,17,Yes,Yes,DSL,No,Yes,No,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),60.12,1031.56,No
CUST-1456,Female,0,No,Yes,16,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,48.27,755.79,Yes
CUST-1457,Female,0,No,No,51,Yes,No,Fiber optic,Yes,Yes,No,No,No,No,Two year,Yes,Credit card (automatic),82.34,4193.69,Yes
CUST-1458,Female,0,No,No,44,Yes,Yes,DSL,No,No,No,No,No,Yes,Two year,No,Credit card (automatic),57.12,2508.28,No
CUST-1459,Male,0,Yes,No,55,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,Two year,No,Credit card (automatic),75.12,4119.89,No
CUST-1460,Male,0,No,Yes,53,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,No,Two year,Yes,Electronic check,85.19,4511.85,No
CUST-1461,Male,0,No,No,8,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,24.69,191.07,Yes
CUST-1462,Male,0,Yes,No,16,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,75.56,1216.6,No
CUST-1463,Male,0,Yes,No,26,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,84.77,2206.38,No
CUST-1464,Male,1,No,No,36,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),20.8,756.25,No
CUST-1465,Female,1,Yes,Yes,21,Yes,Yes,DSL,No,No,No,Yes,No,No,Two year,Yes,Credit card (automatic),54.62,1150.7,No
CUST-1466,Female,0,No,No,71,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,One year,Yes,Electronic check,79.29,5623.12,No
CUST-1467,Female,0,Yes,No,66,Yes,No,DSL,No,Yes,Yes,No,Yes,Yes,Month-to-month,No,Electronic check,62.24,4103.0,No
CUST-1468,Female,1,No,No,37,Yes,Yes,Fiber optic,No,No,No,Yes,No,No,One year,No,Electronic check,76.15,2811.29,Yes
CUST-1469,Male,0,Yes,No,71,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,One year,No,Electronic check,87.41,6214.03,No
CUST-1470,Male,0,Yes,No,43,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,Yes,Two year,Yes,Mailed check,90.41,3880.26,No
CUST-1471,Female,1,Yes,No,35,Yes,Yes,DSL,No,No,Yes,No,Yes,No,Month-to-month,Yes,Mailed check,58.26,2040.97,No
CUST-1472,Male,0,No,No,24,Yes,Yes,Fiber optic,No,No,No,No,No,No,One year,Yes,Mailed check,74.09,1772.75,No
CUST-1473,Female,0,No,Yes,41,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),24.98,1026.85,No
CUST-1474,Female,0,Yes,No,12,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,22.13,252.26,No
CUST-1475,Female,0,Yes,No,55,Yes,Yes,DSL,No,No,No,No,No,Yes,Month-to-month,No,Credit card (automatic),57.09,3130.44,No
CUST-1476,Male,1,No,No,50,Yes,Yes,DSL,No,No,No,No,Yes,No,Two year,No,Credit card (automatic),57.05,2846.03,No
CUST-1477,Female,0,Yes,No,49,Yes,No,DSL,No,No,No,No,No,No,Two year,No,Electronic check,42.27,2079.27,No
CUST-1478,Female,0,No,No,51,Yes,No,DSL,Yes,No,No,Yes,No,No,One year,No,Bank transfer (automatic),54.0,2758.97,No
CUST-1479,Female,0,Yes,No,32,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),81.59,2608.63,No
CUST-1480,Male,0,No,No,24,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Two year,Yes,Electronic check,77.76,1874.8,No
CUST-1481,Male,0,No,Yes,57,Yes,No,DSL,No,Yes,No,Yes,No,Yes,Two year,No,Mailed check,51.37,2942.04,No
CUST-1482,Female,0,No,Yes,39,Yes,No,DSL,Yes,No,No,No,Yes,No,Month-to-month,No,Bank transfer (automatic),49.76,1933.67,No
CUST-1483,Male,1,No,Yes,37,No,No phone service,Fiber optic,Yes,No,Yes,Yes,Yes,No,Two year,No,Bank transfer (automatic),87.41,3253.62,No
CUST-1484,Male,0,Yes,No,2,Yes,Yes,Fiber optic,Yes,No,No,No,No,Yes,Two year,Yes,Credit card (automatic),85.09,148.58,No
CUST-1485,Male,0,Yes,Yes,15,Yes,No,Fiber optic,Yes,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,80.63,1205.73,Yes
CUST-1486,Male,0,No,No,1,Yes,No,DSL,Yes,No,No,Yes,No,No,One year,Yes,Electronic check,53.26,45.56,Yes
